club_name,canonical_name,league_name,city,state,source_url,source_type,website
Slammers FC Newport Mesa,Slammers Newport Mesa,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
SoCal Reds FC,Socal Reds,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
Sporting Mission Viejo,Sporting Mission Viejo,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
Sporting Slammers FC,Sporting Slammers,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
Strikers FC,Strikers,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
Strikers FC - CM/NB,Strikers - Cm/Nb,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
Strikers FC Orange,Strikers Orange,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
United SoCal,Socal,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
Venice Beach FC,Venice Beach,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
West Coast F.C.,West Coast .,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
Zeta Academy,Zeta Academy,California State Soccer Association - South,,Cal South,https://system.gotsport.com/org_event/events/41862/clubs,,
