club_name,canonical_name,league_name,city,state,source_url
La Academia FC,La Academia,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Madison FC,Madison,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Next Level Soccer (AZ),Next Level,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
North Scottsdale Soccer Club,North Scottsdale,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
NOS Santos SC,Nos Santos,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Paris Saint-Germain Academy Phoenix,Paris Saint-Germain Academy Phoenix,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Phoenix Premier FC,Phoenix Premier,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Phoenix Rising Desert Foothills,Phoenix Rising Desert Foothills,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Phoenix Rising FC,Phoenix Rising,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Phoenix Rising FC North Valley,Phoenix Rising North Valley,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Phoenix Rush,Phoenix Rush,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Phoenix United Futbol Club,Phoenix Futbol,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Pima County Surf Soccer Club,Pima County Surf,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Playmaker Futbol Academy,Playmaker Futbol Academy,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Real Arizona FC,Real Arizona,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Renegades Soccer Club,Renegades,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
RSL-AZ North,Rsl-Az North,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
RSL-AZ South,Rsl-Az South,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
RSL-AZ Southern AZ,Rsl-Az Southern Az,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
RSL-AZ West Valley,Rsl-Az West Valley,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
RSL-AZ Yuma,Rsl-Az Yuma,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
SC del Sol,Del Sol,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
South Bank SC,South Bank,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Southern Arizona Soccer Club,Southern Arizona,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Spartans FC (AZ),Spartans,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
State 48 FC,State 48,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Synergy FC AZ,Synergy Az,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Tucson Elite SC,Tucson Elite,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
United Latinos SC,Latinos,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
Vail SC,Vail,Arizona Soccer Club League,,AZ,https://system.gotsport.com/org_event/events/44446/clubs
