club_name,canonical_name,league_name,city,state,source_url
Central Cal Aztecs,Central Cal Aztecs,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Chelsea OC,Chelsea Oc,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Chula Vista FC,Chula Vista,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
City SC,,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
City SC Central Valley,Central Valley,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
City SC - San Marcos,- San Marcos,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
City SC Southwest,Southwest,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Claremont Stars Soccer Club,Claremont Stars,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Club Deportivo La Esperanza,Deportivo La Esperanza,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Coronado FC,Coronado,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Crusaders Soccer League,Crusaders League,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Culture FC,Culture,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Culver City Football Club,Culver Football,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
CZ Elite (CA-S),Cz Elite,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Desert Empire Surf,Desert Empire Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Desert Valley Soccer Referee Association (DVSRA) - Assigning,Desert Valley Referee Association - Assigning,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Downey Futbol Club,Downey Futbol,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Downey United Football Club,Downey Football,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Dynamo,Dynamo,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Dynamo El Centro Soccer Club,Dynamo El Centro,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Eagles SC,Eagles,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
ELI7E FC,Eli7E,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Empire SC,Empire,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Empire Surf,Empire Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Express Soccer,Express,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FASC,Fasc,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FC Balboa,Balboa,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FC Golden State,Golden State,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FC Man United,Man,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FC Premier (CA),Premier,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FC Premier Elite,Premier Elite,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FC Scorpions (CA),Scorpions,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Fellowship Of Christian Athletes,Fellowship Of Christian Athletes,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Foothill Storm,Foothill Storm,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FRAM SC,Fram,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Fury FC (S-CA),Fury,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Future FC (CAS),Future,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
FYSL,Fysl,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Golden Eagles FC,Golden Eagles,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Gremio Football Club (CA),Gremio Football,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Inland Empire Futbol Club,Inland Empire Futbol,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Inland Surf,Inland Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Inland United Soccer Club,Inland,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Inter Academy Rockers,Inter Academy Rockers,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Intra FC,Intra,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Irvine Futbol Club,Irvine Futbol,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Kickers FC (CA),Kickers,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
La Academia SC,La Academia,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
LA Breakers FC,La Breakers,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
LA City United,La,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
LAFC So Cal,Lafc So Cal,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Laguna Beach Football Club,Laguna Beach Football,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Laguna FC,Laguna,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
La Jolla Impact,La Jolla Impact,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
LA Monsters FC,La Monsters,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
LASC-SCV,Lasc-Scv,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
LA Surf Soccer Club,La Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Lazers SC,Lazers,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Legends FC (CA),Legends,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Legends FC Desert Cities,Legends Desert Cities,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Legends FC - San Diego,Legends - San Diego,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Legends FC Santa Clarita,Legends Santa Clarita,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Legends FC SD,Legends Sd,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Long Beach Soccer Referee Association (LBSRA),Long Beach Referee Association,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Los Angeles Bulls Soccer Club,Los Angeles Bulls,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Los Angeles SC,Los Angeles,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Milan International Soccer Academy,Milan International Academy,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Moorpark SC,Moorpark,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Natives FA,Natives Fa,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Newbury Park Elite FC,Newbury Park Elite,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
NHB FC,Nhb,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Nomads,Nomads,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Oaks FC,Oaks,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Oceanside,Oceanside,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Ocelot Academy,Ocelot Academy,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Ole Soccer Club,Ole,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Olympicos Soccer Club,Olympicos,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
One Ivy FC,One Ivy,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Oxnard United SC,Oxnard,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Oxnard Wave FC,Oxnard Wave,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Paris Saint-Germain Academy Los Angeles,Paris Saint-Germain Academy Los Angeles,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Pateadores Soccer Club,Pateadores,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Prestige FC,Prestige,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Progressive Soccer Ozzy,Progressive Ozzy,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
PYSL Blast SC,Pysl Blast,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
PYSO Paramount FC,Pyso Paramount,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Rangers FC,Rangers,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Rayados Academy San Diego,Rayados Academy San Diego,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Rebels Central,Rebels Central,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Rebels North,Rebels North,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Rebels Soccer Club,Rebels,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
RENEGADES FC,Renegades,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
RSF Attack,Rsf Attack,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
San Clemente Surf Soccer,San Clemente Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Sand and Surf SC,Sand And Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
San Diego County Soccer Referee Association (SDCSRA),San Diego County Referee Association,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
San Diego FORCE FC,San Diego Force,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
San Diego Machine,San Diego Machine,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
San Diego Motion FC,San Diego Motion,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
San Diego Rush,San Diego Rush,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
San Diego Surf Soccer Club,San Diego Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Santa Ana United FC,Santa Ana,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Santa Barbara Soccer Club,Santa Barbara,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Scripps Ranch SC,Scripps Ranch,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
SDSC Surf,Sdsc Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
SDSC Surf Escondido,Sdsc Surf Escondido,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Simi Valley Soccer Club,Simi Valley,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Slammers FC,Slammers,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Slammers FC Newport Mesa,Slammers Newport Mesa,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
SoCal Athletic Soccer Club,Socal Athletic,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Socal Blaze SC,Socal Blaze,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
So Cal Blues,So Cal Blues,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Socal Pride Futbol Club,Socal Pride Futbol,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
SoCal Reds FC,Socal Reds,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
South Bay FC,South Bay,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
South Bay Surf,South Bay Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
South Valley Surf SC,South Valley Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Spartans FC CA,Spartans Ca,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Sporting California USA,Sporting California Usa,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Sporting Football Club,Sporting Football,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Sporting Mission Viejo,Sporting Mission Viejo,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Sporting San Diego,Sporting San Diego,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Sporting Slammers FC,Sporting Slammers,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Sporting So-Cal Soccer Club,Sporting So-Cal,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Steel United California,Steel California,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Strikers FC,Strikers,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Strikers FC - CM/NB,Strikers - Cm/Nb,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Strikers FC North,Strikers North,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Strikers FC Orange,Strikers Orange,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Surf San Diego North,Surf San Diego North,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
SWAP,Swap,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Tehachapi Gryphons SFC,Tehachapi Gryphons,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Temecula FC,Temecula,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Tiffiny's Soccer Club,Tiffiny'S,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Titans FC Inland Empire,Titans Inland Empire,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
TOTAL FUTBOL ACADEMY (CA),Total Futbol Academy,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Tudela FC Los Angeles,Tudela Los Angeles,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
United SoCal,Socal,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Valley Center Hurricanes,Valley Center Hurricanes,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Valley United SC,Valley,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Vaqueros FC,Vaqueros,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Ventura County Fusion,Ventura County Fusion,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Ventura Surf Soccer Club,Ventura Surf,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Views FC,Views,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Vista Storm Soccer Club,Vista Storm,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
West Coast F.C.,West Coast .,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
West Covina Youth Soccer Corporation,West Covina Corporation,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Whittier Area Youth Soccer,Whittier Area,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Xplosion SC,Xplosion,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
Zeta Academy,Zeta Academy,SOCAL Soccer League,,CA,https://system.gotsport.com/org_event/events/43086/clubs
