club_name,canonical_name,league_name,city,state,source_url
Connecticut FC,Connecticut,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
CS St-Laurent,Cs St-Laurent,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
CT Rush,Ct Rush,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
CYSA - Cumberland Youth Soccer Association,Cysa - Cumberland Association,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Empire City Soccer Academy,Empire Academy,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Empire State Youth Soccer Club,Empire State,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Far Post SC,Far Post,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
FC 814,814,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
FC America Maine,America Maine,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
FC Boston Bolts,Boston Bolts,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
FC Dutchmen,Dutchmen,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
FC Dynamo ROC,Dynamo Roc,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
FC Stars,Stars,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
FC Westchester,Westchester,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Foundation SC West,Foundation West,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Ginga FC,Ginga,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Greenbush Soccer Club,Greenbush,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Green Lions FC,Green Lions,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Hampshire United SC,Hampshire,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Hartford Athletic Youth Academy,Hartford Athletic Academy,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Harvest Soccer Club,Harvest,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Higher Level Select Soccer Academy,Higher Level Select Academy,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
IFA,Ifa,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Inter Connecticut FC,Inter Connecticut,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Jersey Shore Boca Jr FC,Jersey Shore Boca Jr,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Lancaster Inferno,Lancaster Inferno,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Lightning SC,Lightning,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
MACH 1 FC,Mach 1,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Maine Lightning Soccer Club,Maine Lightning,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Marshfield United Soccer Club (MUSC),Marshfield,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
MA Rush,Ma Rush,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Mass Young Gunners,Mass Young Gunners,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Match Fit Surf,Match Fit Surf,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Mendonca Soccer School,Mendonca School,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Mohawk Valley Soccer Club (MVSC),Mohawk Valley,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Needham Soccer Club,Needham,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
NEFC,Nefc,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
NEFC Maine,Nefc Maine,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
New England Force,New England Force,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
New England Navigators,New England Navigators,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
New England Surf,New England Surf,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Niskayuna,Niskayuna,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
NJ Crush FC,Nj Crush,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Nordic SC,Nordic,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Northeast United Premier Soccer,Northeast Premier,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Northfields United,Northfields,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
NY Rush,Ny Rush,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Oakwood Soccer Club,Oakwood,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Ole FC,Ole,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
OSNK United,Osnk,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Pittsford Mustangs Soccer Club,Pittsford Mustangs,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Princeton SA,Princeton Sa,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
PSC Dynamo CT,Psc Dynamo Ct,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
RAMS FC,Rams,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Real Boston FC,Real Boston,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
RI Strikers FC,Ri Strikers,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Rosevelt Soccer Club,Rosevelt,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Rotterdam,Rotterdam,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Saratoga-Wilton,Saratoga-Wilton,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Seacoast of Bedford,Seacoast Of Bedford,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Seacoast United,Seacoast,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Seacoast United Maine SC,Seacoast Maine,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Seacoast United Massachusetts,Seacoast Massachusetts,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Select,Select,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
SFC New England,New England,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Showtime FC,Showtime,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Smithfield YSA,Smithfield Ysa,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Southeast Soccer Club,Southeast,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
South Shore Futbol Club,South Shore Futbol,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Spirit of Liverpool USA,Spirit Of Liverpool Usa,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Sporting CT,Sporting Ct,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Stateline SC,Stateline,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Steel United,Steel,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
St Thomas More School,St Thomas More School,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Sudbury Academy,Sudbury Academy,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Syracuse Development Academy (SDA),Syracuse Development Academy,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Town of Poughkeepsie,Of Poughkeepsie,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
TSF Academy - NJ,Tsf Academy - Nj,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
United Soccer Group,Group,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
UST FC Academy,Ust Academy,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Vale SC,Vale,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Valley FC,Valley,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Vipers FC,Vipers,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
VT Fusion Soccer,Vt Fusion,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Wachusett United FC,Wachusett,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Wall Soccer Club,Wall,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Wellesley Premier Club,Wellesley Premier,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Western United Pioneers FC,Western Pioneers,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
Williston SC,Williston,North Carolina Youth Soccer Association,,North Carolina,https://system.gotsport.com/org_event/events/48392/clubs
