club_name,canonical_name,league_name,city,state,source_url
Oakwood United SC,Oakwood,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Ohio Galaxies FC,Ohio Galaxies,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Ohio Soccer Association,Ohio Association,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Olimpia USA Soccer,Olimpia Usa,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
On Goal Passion FC,On Goal Passion,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Oxford United FC(OH),Oxford,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Pacesetter South,Pacesetter South,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Panthers FC,Panthers,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
PCFC,Pcfc,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
PC United SC,Pc,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Real Soccer FC,Real,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Shawnee Select SC,Shawnee Select,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Shelby County Youth Soccer,Shelby County,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Shelby Youth Soccer,Shelby,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
SouthStars SC,Southstars,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Southwest SC,Southwest,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Sporting Queen City,Sporting Queen,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Springfield Thunder SC,Springfield Thunder,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
STAR Rush Cincinnati,Star Rush Cincinnati,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
St. Marys Club Soccer,St. Marys,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Taylor Creek Youth Organization,Taylor Creek Organization,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Tempest FC,Tempest,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Tipp City Youth Soccer,Tipp,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Total Futbol Academy (OH),Total Futbol Academy,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Total Ginga Academy,Total Ginga Academy,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Troy Rattlers,Troy Rattlers,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Troy Renegades,Troy Renegades,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Wapakoneta SC,Wapakoneta,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Warrior Soccer Club,Warrior,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
West Virginia Futbol Club,West Virginia Futbol,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
Zanesville Arsenal SC,Zanesville Arsenal,Ohio Soccer Association,,Ohio,https://system.gotsport.com/org_event/events/49162/clubs
