club_name,canonical_name,league_name,city,state,source_url
Fox Chase SC,Fox Chase,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Glenside Celtic SC,Glenside Celtic,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Hatboro Horsham SC,Hatboro Horsham,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Hopewell Valley Soccer Association,Hopewell Valley Association,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Horsham Soccer,Horsham,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Hulmeville SC,Hulmeville,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Hunter SC,Hunter,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Huntingdon Valley AA,Huntingdon Valley Aa,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Jeffersonville Soccer Club,Jeffersonville,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Jenkintown Youth Activities,Jenkintown Activities,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Kensington SC,Kensington,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
King of Prussia SC,King Of Prussia,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Langhorne Neshaminy United SC,Langhorne Neshaminy,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Lehigh Valley United,Lehigh Valley,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Lighthouse 1893,Lighthouse 1893,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Lighthouse SC,Lighthouse,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Lions Football Club,Lions Football,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Lokomotiv Philadelphia SC,Lokomotiv Philadelphia,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Lower Mac Soccer,Lower Mac,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Lower Southampton AA,Lower Southampton Aa,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Montgomery United SC,Montgomery,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Nazareth Soccer Club,Nazareth,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Next Level Soccer Academy (NJ),Next Level Academy,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Northeast Wolves FC,Northeast Wolves,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Northwestern Youth AA,Northwestern Aa,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
On Mission United,On Mission,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
OP Proschool USA LLC,Op Proschool Usa Llc,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Palisades Youth SA,Palisades Sa,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Parkland Area Soccer Club,Parkland Area,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Parkwood Youth Organization,Parkwood Organization,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
PA Rush,Pa Rush,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Patriot FC,Patriot,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Penn Athletics Club of Bucks County,Penn Athletics Of Bucks County,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Pennridge Yellowjackets SA,Pennridge Yellowjackets Sa,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Pennsylvania Prime,Pennsylvania Prime,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Perk Valley Soccer,Perk Valley,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Philadelphia International FC,Philadelphia International,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Philadelphia SC,Philadelphia,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Philadelphia Ukrainian Nationals,Philadelphia Ukrainian Nationals,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Philadelphia Union,Philadelphia Union,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Quakertown SC,Quakertown,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Rebels Futbol Club,Rebels Futbol,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Roxborough United SC,Roxborough,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Saucon Valley SL,Saucon Valley Sl,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Solebury SC,Solebury,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Souderton Area Soccer Association,Souderton Area Association,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Southampton SA,Southampton Sa,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Southern Lehigh SL,Southern Lehigh Sl,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
South Parkland Youth,South Parkland,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Springfield FC,Springfield,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
St Joseph the Worker Soccer Club,St Joseph The Worker,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
St Thomas More SC,St Thomas More,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Torresdale Boys Club,Torresdale,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Towamencin Youth Assn,Towamencin Assn,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Triboro Soccer Club,Triboro,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Upper Dublin SC,Upper Dublin,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Upper Moreland SC,Upper Moreland,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Valley Athletic Association,Valley Athletic Association,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Valley SC,Valley,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Vereinigung Erzgebirge SC,Vereinigung Erzgebirge,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Warminster SC,Warminster,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Warrington SC,Warrington,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Western Lehigh United SC,Western Lehigh,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Whitpain Recreation Assoc,Whitpain Recreation Assoc,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
Yardley Makefield Soccer,Yardley Makefield,Pennsylvania West Soccer Association,,PA West,https://system.gotsport.com/org_event/events/49186/clubs
