club_name,team_name,team_name_raw,age_group,gender,division,bracket,conference,org_season_id,event_id,league_name,rank,gp,w,l,d,gf,ga,gd,ppg,pts,qualification,source_url
Borussia Del Mar Soccer Club,Borussia Del Mar Soccer Club BDM Boys 2017,,,Male,B17 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/18883
Borussia Del Mar Soccer Club,Borussia Del Mar Soccer Club BDM Boys 2016,,,Male,B16 - Flight 3 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/18883
Borussia Del Mar Soccer Club,Borussia Del Mar Soccer Club Boys 2015,,,Male,B15 - Flight 3 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/18883
Borussia Del Mar Soccer Club,Borussia Del Mar Soccer Club Borussia Del Mar Soccer Club Boys 2014,,,Male,B14 - Flight 1 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/18883
Borussia Del Mar Soccer Club,Borussia Del Mar Soccer Club Boys 2014 Joao,,,Male,B14 - Flight 4 Central SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/18883
Borussia Del Mar Soccer Club,Borussia Del Mar Soccer Club BDM Boys 2013,,,Male,B13 - Flight 3 Central SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/18883
Borussia Del Mar Soccer Club,Borussia Del Mar Soccer Club Boys 2012,,,Male,B12 - Flight 2 Central SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/18883
Bell Gardens FC,Bell Gardens FC BGFC G2016,,,Female,G16 - Flight 3/4 West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC G2016 Beaumont,,,Female,G16 - Flight 3/4 East,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC G2015,,,Female,G15 - Flight 1 South/West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC Bell Gardens FC G2014,,,Female,G14 - Flight 3 West II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC BGFC G2011,,,Female,G11 - Flight 1 West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2018 BEAUMONT,,,Male,B18 - Flight 3 East II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2019,,,Male,B18 - Flight 4 West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC BGFC B2018,,,Male,B18 - Flight 4 West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC 2017B South Bay,,,Male,B17 - Flight 2 West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2017,,,Male,B17 - Flight 2 West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2017 WHITE,,,Male,B17 - Flight 3/4 West III,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2016 BEAUMONT,,,Male,B16 - Flight 3 East III,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC BGFC B2016,,,Male,B16 - Flight 3 West II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC Next Level 2016 Boys,,,Male,B16 - Pre-NPL,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2015,,,Male,B15 - Flight 3 West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2014 BEAUMONT,,,Male,B14 - Flight 4 South/West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2014 White,,,Male,B14 - Flight 4 South/West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2013 BEAUMONT,,,Male,B13 - Flight 3 East II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC BGFC B2012,,,Male,B12 - Flight 3 North/West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bell Gardens FC,Bell Gardens FC B2011,,,Male,B11 - Flight 3 South/West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27341
Bakersfield Alliance,Bakersfield Alliance Alliance SC G2015,,,Female,G15 - Flight 3 North II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Bakersfield Alliance G2014,,,Female,G14 - Flight 2 North II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Alliance SC Freedom G2013,,,Female,G13 - Flight 3 North,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Alliance Freedom G2012,,,Female,G12 - Flight 2 North II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Alliance SC G2012,,,Female,G12 - SOCAL NPL,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Alliance SC G2012 Blue,,,Female,G12 - Flight 3 North II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Alliance SC G2011,,,Female,G11 - Flight 1 North,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Alliance SC B2017,,,Male,B17 - Flight 1 North,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Bakersfield Alliance B2016,,,Male,B16 - Flight 1 North,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Bakersfield Alliance,Bakersfield Alliance Alliance-Atlas B2009,,,Male,B09 - SOCAL NPL,Bracket B,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/25025
Capo FC,Capo FC Capo FC - G17,,G17,Female,G17 - Flight 3 South,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - G15,,G15,Female,G15 - Flight 1 South/West,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - G13,,G13,Female,G13 - Flight 2 South II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - G12,,G12,Female,G12 - Flight 2 South,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B18,,B18,Male,B18 - Flight 3 South II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B19,,B19,Male,B18 - Flight 4 South,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B16,,B16,Male,B16 - Flight 3 South II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B15,,B15,Male,B15 - Flight 3 South,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B13 Black,,B13,Male,B13 - Flight 2 South II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B13 Blue,,B13,Male,B13 - Flight 3 South,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B13 Gold,,B13,Male,B13 - SOCAL NPL,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B10,,B10,Male,B10 - Flight 3 South/Central,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B10 Irvine,,B10,Male,B10 - Flight 1 South II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Capo FC,Capo FC Capo FC - B08/07 NPL,,B08,Male,B08/07 SOCAL NPL,Super Division,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/14030
Aztecs FC,Aztecs FC Nido Aguila SD G2015 Martinez F3,,,Female,G15 - Flight 3 South SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD G2007 Puentes,,,Female,G08/07 - Flight 1 SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD B2018 Campos F4,,,Male,B18 - Flight 4 Central SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD Cabrales B2015,,,Male,B15 - Flight 2 South SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD B2014 Goyo F3,,,Male,B14 - Flight 3 South SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD Cabrales B2014,,,Male,B14 - Flight 3 South SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD B2012 Louie F2,,,Male,B12 - Flight 2 South SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD B2012 Louie F3,,,Male,B12 - Flight 3 South SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD B2007 Chavez F1,,,Male,B08/07 - Flight 1 Central SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD B2008 Gonzalez F1,,,Male,B08/07 - Flight 1 South SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Aztecs FC,Aztecs FC Nido Aguila SD B2008 Gonzalez F2,,,Male,B08/07 - Flight 2 SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/27847
Cardiff Sockers,Cardiff Sockers G18 Blue - McCarley,,G18,Female,G18 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G17 Blue - Dillon,,G17,Female,G17 - Flight 4 Central SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G16 Blue - Kalinoski,,G16,Female,G16 - Flight 3 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G16 White - Kalinoski,,G16,Female,G16 - Flight 4 Central SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G15 Blue - Oostinga,,G15,Female,G15 - Flight 2 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G15 White - Dillon,,G15,Female,G15 - Flight 3 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G15 Yellow - Dillon,,G15,Female,G15 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G14 Blue - Oostinga,,G14,Female,G14 - Flight 2 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G14 White - Fraser,,G14,Female,G14 - Flight 3 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G14 Yellow - Fraser,,G14,Female,G14 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G13 Blue - Favor,,G13,Female,G13 - Flight 2 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G13 White - Honda,,G13,Female,G13 - Flight 4 SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G12 NPL - Velez,,G12,Female,G12 - SOCAL NPL,Bracket C,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G12 White - Camperell,,G12,Female,G12 - Flight 4 SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G11 NPL - Chiles,,G11,Female,G11 - SOCAL NPL,Bracket C,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G11 White - Bouchereau,,G11,Female,G11 - Flight 2 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G11 Yellow - Bouchereau,,G11,Female,G11 - Flight 3 SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G10 NPL - Velez,,G10,Female,G10 - SOCAL NPL,Bracket D,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G09 NPL - Favor,,G09,Female,G09 - SOCAL NPL,Bracket D,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers G07/08 NPL - Chiles,,G07,Female,G08/07 - SOCAL NPL,Bracket D,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B18 Blue - Perez-Bernal,,B18,Male,B18 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B17 Blue - Perez-Bernal,,B17,Male,B17 - Flight 3 SD North,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B17 White - Pizarro,,B17,Male,B17 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B16 Blue - Perez-Bernal,,B16,Male,B16 - Flight 3 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B16 White - Suarez,,B16,Male,B16 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B15 Blue - Velez / O'Sullivan,,B15,Male,B15 - Flight 2 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B15 White - Cerda,,B15,Male,B15 - Flight 3 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B14 Blue - Favor,,B14,Male,B14 - Flight 2 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B14 White - Camperell,,B14,Male,B14 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B13 Blue - Perez-Bernal,,B13,Male,B13 - Flight 2 Central SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B13 White - Suarez,,B13,Male,B13 - Flight 4 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B12 Blue - Ramin,,B12,Male,B12 - Flight 2 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B12 White - Suarez,,B12,Male,B12 - Flight 4 SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B11 Blue - Ramin,,B11,Male,B11 - Flight 2 North SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B11 White - Camperell,,B11,Male,B11 - Flight 4 SD,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Cardiff Sockers,Cardiff Sockers B07/08 NPL - Velez / O'Sullivan,,B07,Male,B08/07 SOCAL NPL,Bracket B,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13246
Antelope Valley Futbol Club,Antelope Valley Futbol Club G2013,,,Female,G13 - Flight 2 North II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13244
Antelope Valley Futbol Club,Antelope Valley Futbol Club AVFC-G2009 Warriors,,,Female,G09 - Flight 2 North,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13244
Antelope Valley Futbol Club,Antelope Valley Futbol Club AVFC B2017- Lopez,,,Male,B17 - Flight 3/4 North III,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13244
Antelope Valley Futbol Club,Antelope Valley Futbol Club B2014 Israel,,,Male,B14 - Flight 3 North II,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13244
Antelope Valley Futbol Club,Antelope Valley Futbol Club B2013 Josue,,,Male,B13 - Flight 4 North,Bracket A,,,43086,SOCAL Soccer League,,,,,,,,,,,,https://system.gotsport.com/org_event/events/43086/clubs/13244
